category,metric_path,metric_title,free_full,rank,name,name_href,team,position,season_label,season_value,last_1,last_3,last_5,last_10,home,away,extra_json
advanced-players,/nfl/advanced/players/cb/cover-6-rate,Cover 6 Rate | NFL Advanced Stats,no,5,Nehemiah PritchettN. Pritchett,/nfl/player-pages/3497/nehemiah-pritchett,Seattle Seahawks,CB,2026,17.1%,17.1%,17.1%,17.1%,17.1%,17.1%,-,
advanced-players,/nfl/advanced/players/cb/explosive-reception-rate-allowed,Explosive Reception Rate Allowed | NFL Advanced Stats,no,1,Craig WoodsonC. Woodson,/nfl/player-pages/8217/craig-woodson,New England Patriots,SAF,2026,16.7%,16.7%,16.7%,16.7%,16.7%,-,16.7%,
advanced-players,/nfl/advanced/players/cb/explosive-reception-rate-allowed,Explosive Reception Rate Allowed | NFL Advanced Stats,no,2,Reed BlankenshipR. Blankenship,/nfl/player-pages/12293/reed-blankenship,Houston Texans,SAF,2026,11.1%,11.1%,11.1%,11.1%,11.1%,11.1%,-,
advanced-players,/nfl/advanced/players/cb/explosive-reception-rate-allowed,Explosive Reception Rate Allowed | NFL Advanced Stats,no,3,Malaki StarksM. Starks,/nfl/player-pages/17463/malaki-starks,Baltimore Ravens,SAF,2026,9.1%,9.1%,9.1%,9.1%,9.1%,-,9.1%,
advanced-players,/nfl/advanced/players/cb/explosive-reception-rate-allowed,Explosive Reception Rate Allowed | NFL Advanced Stats,no,3,James PierreJ. Pierre,/nfl/player-pages/18999/james-pierre,Minnesota Vikings,CB,2026,9.1%,9.1%,9.1%,9.1%,9.1%,9.1%,-,
advanced-players,/nfl/advanced/players/cb/explosive-reception-rate-allowed,Explosive Reception Rate Allowed | NFL Advanced Stats,no,3,Treydan StukesT. Stukes,/nfl/player-pages/110874/treydan-stukes,Las Vegas Raiders,SAF,2026,9.1%,9.1%,9.1%,9.1%,9.1%,9.1%,-,
advanced-players,/nfl/advanced/players/cb/explosive-receptions-allowed,Explosive Receptions Allowed (CB) | NFL Advanced Stats,no,1,Jaylon JohnsonJ. Johnson,/nfl/player-pages/11151/jaylon-johnson,Chicago Bears,CB,2026,3,3,3,3,3,-,3,
advanced-players,/nfl/advanced/players/cb/explosive-receptions-allowed,Explosive Receptions Allowed (CB) | NFL Advanced Stats,no,1,Byron MurphyB. Murphy,/nfl/player-pages/12552/byron-murphy,Minnesota Vikings,CB,2026,3,3,3,3,3,3,-,
advanced-players,/nfl/advanced/players/cb/explosive-receptions-allowed,Explosive Receptions Allowed (CB) | NFL Advanced Stats,no,3,Craig WoodsonC. Woodson,/nfl/player-pages/8217/craig-woodson,New England Patriots,SAF,2026,2,2,2,2,2,-,2,
advanced-players,/nfl/advanced/players/cb/explosive-receptions-allowed,Explosive Receptions Allowed (CB) | NFL Advanced Stats,no,3,D.J. ReedD. Reed,/nfl/player-pages/10011/dj-reed,Detroit Lions,CB,2026,2,2,2,2,2,2,-,
advanced-players,/nfl/advanced/players/cb/explosive-receptions-allowed,Explosive Receptions Allowed (CB) | NFL Advanced Stats,no,3,Taron JohnsonT. Johnson,/nfl/player-pages/10024/taron-johnson,Las Vegas Raiders,CB,2026,2,2,2,2,2,2,-,
advanced-players,/nfl/advanced/players/cb/fantasy-points-allowed-per-cover-snap,Fantasy Points Allowed per Cover Snap | NFL Advanced Stats,no,1,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,0.00,0.00,0.00,0.00,0.00,-,0.00,
advanced-players,/nfl/advanced/players/cb/fantasy-points-allowed-per-cover-snap,Fantasy Points Allowed per Cover Snap | NFL Advanced Stats,no,1,Jeremy ReavesJ. Reaves,/nfl/player-pages/1769/jeremy-reaves,Washington Commanders,DB,2026,0.00,0.00,0.00,0.00,0.00,-,0.00,
advanced-players,/nfl/advanced/players/cb/fantasy-points-allowed-per-cover-snap,Fantasy Points Allowed per Cover Snap | NFL Advanced Stats,no,1,Riq WoolenR. Woolen,/nfl/player-pages/2095/riq-woolen,Philadelphia Eagles,CB,2026,0.00,0.00,0.00,0.00,0.00,0.00,-,
advanced-players,/nfl/advanced/players/cb/fantasy-points-allowed-per-cover-snap,Fantasy Points Allowed per Cover Snap | NFL Advanced Stats,no,1,Carlton Davis IIIC. Davis III,/nfl/player-pages/17139/carlton-davis-iii,New England Patriots,CB,2026,0.00,0.00,0.00,0.00,0.00,-,0.00,
advanced-players,/nfl/advanced/players/cb/fantasy-points-allowed-per-cover-snap,Fantasy Points Allowed per Cover Snap | NFL Advanced Stats,no,1,Theo JacksonT. Jackson,/nfl/player-pages/19943/theo-jackson,Minnesota Vikings,DB,2026,0.00,0.00,0.00,0.00,0.00,0.00,-,
advanced-players,/nfl/advanced/players/cb/fantasy-points-allowed-per-game,Fantasy Points Allowed Per Game | NFL Advanced Stats,no,1,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/fantasy-points-allowed-per-game,Fantasy Points Allowed Per Game | NFL Advanced Stats,no,1,Jeremy ReavesJ. Reaves,/nfl/player-pages/1769/jeremy-reaves,Washington Commanders,DB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/fantasy-points-allowed-per-game,Fantasy Points Allowed Per Game | NFL Advanced Stats,no,1,Riq WoolenR. Woolen,/nfl/player-pages/2095/riq-woolen,Philadelphia Eagles,CB,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-players,/nfl/advanced/players/cb/fantasy-points-allowed-per-game,Fantasy Points Allowed Per Game | NFL Advanced Stats,no,1,Carlton Davis IIIC. Davis III,/nfl/player-pages/17139/carlton-davis-iii,New England Patriots,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/fantasy-points-allowed-per-game,Fantasy Points Allowed Per Game | NFL Advanced Stats,no,1,Theo JacksonT. Jackson,/nfl/player-pages/19943/theo-jackson,Minnesota Vikings,DB,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-players,/nfl/advanced/players/cb/fantasy-points-per-target-allowed,Fantasy Points Per Target (Allowed) | NFL Advanced Stats,no,1,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/fantasy-points-per-target-allowed,Fantasy Points Per Target (Allowed) | NFL Advanced Stats,no,1,Riq WoolenR. Woolen,/nfl/player-pages/2095/riq-woolen,Philadelphia Eagles,CB,2026,0.0,0.0,0.0,0.0,0.0,0.0,-,
advanced-players,/nfl/advanced/players/cb/fantasy-points-per-target-allowed,Fantasy Points Per Target (Allowed) | NFL Advanced Stats,no,1,Carlton Davis IIIC. Davis III,/nfl/player-pages/17139/carlton-davis-iii,New England Patriots,CB,2026,0.0,0.0,0.0,0.0,0.0,-,0.0,
advanced-players,/nfl/advanced/players/cb/fantasy-points-per-target-allowed,Fantasy Points Per Target (Allowed) | NFL Advanced Stats,no,4,Jarrian JonesJ. Jones,/nfl/player-pages/6677/jarrian-jones,Jacksonville Jaguars,CB,2026,0.3,0.3,0.3,0.3,0.3,0.3,-,
advanced-players,/nfl/advanced/players/cb/fantasy-points-per-target-allowed,Fantasy Points Per Target (Allowed) | NFL Advanced Stats,no,5,Christian GonzalezC. Gonzalez,/nfl/player-pages/12102/christian-gonzalez,New England Patriots,CB,2026,0.4,0.4,0.4,0.4,0.4,-,0.4,
advanced-players,/nfl/advanced/players/cb/left-aligned-fantasy-points-per-route-allowed,Left-Aligned FP/Route Allowed | NFL Advanced Stats,no,1,Tyrique StevensonT. Stevenson,/nfl/player-pages/10715/tyrique-stevenson,Chicago Bears,CB,2026,0.86,0.86,0.86,0.86,0.86,-,0.86,
advanced-players,/nfl/advanced/players/cb/left-aligned-fantasy-points-per-route-allowed,Left-Aligned FP/Route Allowed | NFL Advanced Stats,no,2,Quincy RileyQ. Riley,/nfl/player-pages/13142/quincy-riley,New Orleans Saints,CB,2026,0.63,0.63,0.63,0.63,0.63,-,0.63,
advanced-players,/nfl/advanced/players/cb/left-aligned-fantasy-points-per-route-allowed,Left-Aligned FP/Route Allowed | NFL Advanced Stats,no,3,Kamari LassiterK. Lassiter,/nfl/player-pages/22819/kamari-lassiter,Houston Texans,CB,2026,0.60,0.60,0.60,0.60,0.60,0.60,-,
advanced-players,/nfl/advanced/players/cb/left-aligned-fantasy-points-per-route-allowed,Left-Aligned FP/Route Allowed | NFL Advanced Stats,no,4,Rock Ya-SinR. Ya-Sin,/nfl/player-pages/4528/rock-ya-sin,Detroit Lions,CB,2026,0.57,0.57,0.57,0.57,0.57,0.57,-,
advanced-players,/nfl/advanced/players/cb/left-aligned-fantasy-points-per-route-allowed,Left-Aligned FP/Route Allowed | NFL Advanced Stats,no,5,Brandon CisseB. Cisse,/nfl/player-pages/110429/brandon-cisse,Green Bay Packers,CB,2026,0.53,0.53,0.53,0.53,0.53,-,0.53,
advanced-players,/nfl/advanced/players/cb/left-aligned-receptions-allowed,Left-Aligned Receptions Allowed | NFL Advanced Stats,no,1,Rock Ya-SinR. Ya-Sin,/nfl/player-pages/4528/rock-ya-sin,Detroit Lions,CB,2026,6,6,6,6,6,6,-,
advanced-players,/nfl/advanced/players/cb/left-aligned-receptions-allowed,Left-Aligned Receptions Allowed | NFL Advanced Stats,no,1,Tyson CampbellT. Campbell,/nfl/player-pages/4983/tyson-campbell,Cleveland Browns,CB,2026,6,6,6,6,6,-,6,
advanced-players,/nfl/advanced/players/cb/left-aligned-receptions-allowed,Left-Aligned Receptions Allowed | NFL Advanced Stats,no,1,Marlon HumphreyM. Humphrey,/nfl/player-pages/18739/marlon-humphrey,Baltimore Ravens,CB,2026,6,6,6,6,6,-,6,
advanced-players,/nfl/advanced/players/cb/left-aligned-receptions-allowed,Left-Aligned Receptions Allowed | NFL Advanced Stats,no,4,Tyrique StevensonT. Stevenson,/nfl/player-pages/10715/tyrique-stevenson,Chicago Bears,CB,2026,5,5,5,5,5,-,5,
advanced-players,/nfl/advanced/players/cb/left-aligned-receptions-allowed,Left-Aligned Receptions Allowed | NFL Advanced Stats,no,4,Byron MurphyB. Murphy,/nfl/player-pages/12552/byron-murphy,Minnesota Vikings,CB,2026,5,5,5,5,5,5,-,
advanced-players,/nfl/advanced/players/cb/left-aligned-target-rate-allowed,Left-Aligned Target Rate Allowed | NFL Advanced Stats,no,1,Byron MurphyB. Murphy,/nfl/player-pages/12552/byron-murphy,Minnesota Vikings,CB,2026,36.4%,36.4%,36.4%,36.4%,36.4%,36.4%,-,
advanced-players,/nfl/advanced/players/cb/left-aligned-target-rate-allowed,Left-Aligned Target Rate Allowed | NFL Advanced Stats,no,2,Tyson CampbellT. Campbell,/nfl/player-pages/4983/tyson-campbell,Cleveland Browns,CB,2026,35.0%,35.0%,35.0%,35.0%,35.0%,-,35.0%,
advanced-players,/nfl/advanced/players/cb/left-aligned-target-rate-allowed,Left-Aligned Target Rate Allowed | NFL Advanced Stats,no,3,Marlon HumphreyM. Humphrey,/nfl/player-pages/18739/marlon-humphrey,Baltimore Ravens,CB,2026,30.4%,30.4%,30.4%,30.4%,30.4%,-,30.4%,
advanced-players,/nfl/advanced/players/cb/left-aligned-target-rate-allowed,Left-Aligned Target Rate Allowed | NFL Advanced Stats,no,4,Darien PorterD. Porter,/nfl/player-pages/7336/darien-porter,Las Vegas Raiders,CB,2026,30.0%,30.0%,30.0%,30.0%,30.0%,30.0%,-,
advanced-players,/nfl/advanced/players/cb/left-aligned-target-rate-allowed,Left-Aligned Target Rate Allowed | NFL Advanced Stats,no,5,Quincy RileyQ. Riley,/nfl/player-pages/13142/quincy-riley,New Orleans Saints,CB,2026,29.4%,29.4%,29.4%,29.4%,29.4%,-,29.4%,
advanced-players,/nfl/advanced/players/cb/left-aligned-targets-allowed,Left-Aligned Targets Allowed | NFL Advanced Stats,no,1,Byron MurphyB. Murphy,/nfl/player-pages/12552/byron-murphy,Minnesota Vikings,CB,2026,8,8,8,8,8,8,-,
advanced-players,/nfl/advanced/players/cb/left-aligned-targets-allowed,Left-Aligned Targets Allowed | NFL Advanced Stats,no,2,Tyson CampbellT. Campbell,/nfl/player-pages/4983/tyson-campbell,Cleveland Browns,CB,2026,7,7,7,7,7,-,7,
advanced-players,/nfl/advanced/players/cb/left-aligned-targets-allowed,Left-Aligned Targets Allowed | NFL Advanced Stats,no,2,Marlon HumphreyM. Humphrey,/nfl/player-pages/18739/marlon-humphrey,Baltimore Ravens,CB,2026,7,7,7,7,7,-,7,
advanced-players,/nfl/advanced/players/cb/left-aligned-targets-allowed,Left-Aligned Targets Allowed | NFL Advanced Stats,no,4,Brandon StephensB. Stephens,/nfl/player-pages/138/brandon-stephens,New York Jets,CB,2026,6,6,6,6,6,-,6,
advanced-players,/nfl/advanced/players/cb/left-aligned-targets-allowed,Left-Aligned Targets Allowed | NFL Advanced Stats,no,4,Rock Ya-SinR. Ya-Sin,/nfl/player-pages/4528/rock-ya-sin,Detroit Lions,CB,2026,6,6,6,6,6,6,-,
advanced-players,/nfl/advanced/players/cb/left-coverage-rate,Left Coverage Rate | NFL Advanced Stats,no,1,Benjamin MorrisonB. Morrison,/nfl/player-pages/4622/benjamin-morrison,Tampa Bay Buccaneers,CB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/cb/left-coverage-rate,Left Coverage Rate | NFL Advanced Stats,no,1,Tyson CampbellT. Campbell,/nfl/player-pages/4983/tyson-campbell,Cleveland Browns,CB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/cb/left-coverage-rate,Left Coverage Rate | NFL Advanced Stats,no,1,Darien PorterD. Porter,/nfl/player-pages/7336/darien-porter,Las Vegas Raiders,CB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/cb/left-coverage-rate,Left Coverage Rate | NFL Advanced Stats,no,1,Deonte BanksD. Banks,/nfl/player-pages/9643/deonte-banks,New York Giants,CB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,
advanced-players,/nfl/advanced/players/cb/left-coverage-rate,Left Coverage Rate | NFL Advanced Stats,no,1,Brandon CisseB. Cisse,/nfl/player-pages/110429/brandon-cisse,Green Bay Packers,CB,2026,100.0%,100.0%,100.0%,100.0%,100.0%,-,100.0%,
advanced-players,/nfl/advanced/players/cb/man-coverage-rate,Man Coverage Rate | NFL Advanced Stats,no,1,Dillon ThienemanD. Thieneman,/nfl/player-pages/110887/dillon-thieneman,Chicago Bears,SAF,2026,75.0%,75.0%,75.0%,75.0%,75.0%,-,75.0%,
advanced-players,/nfl/advanced/players/cb/man-coverage-rate,Man Coverage Rate | NFL Advanced Stats,no,2,Justin WalleyJ. Walley,/nfl/player-pages/16607/justin-walley,Indianapolis Colts,CB,2026,73.7%,73.7%,73.7%,73.7%,73.7%,73.7%,-,
advanced-players,/nfl/advanced/players/cb/man-coverage-rate,Man Coverage Rate | NFL Advanced Stats,no,3,Reed BlankenshipR. Blankenship,/nfl/player-pages/12293/reed-blankenship,Houston Texans,SAF,2026,73.3%,73.3%,73.3%,73.3%,73.3%,73.3%,-,
advanced-players,/nfl/advanced/players/cb/man-coverage-rate,Man Coverage Rate | NFL Advanced Stats,no,4,Sauce GardnerS. Gardner,/nfl/player-pages/10345/sauce-gardner,Indianapolis Colts,CB,2026,72.0%,72.0%,72.0%,72.0%,72.0%,72.0%,-,
advanced-players,/nfl/advanced/players/cb/man-coverage-rate,Man Coverage Rate | NFL Advanced Stats,no,5,Cam LewisC. Lewis,/nfl/player-pages/11406/cam-lewis,Chicago Bears,CB,2026,70.0%,70.0%,70.0%,70.0%,70.0%,-,70.0%,
advanced-players,/nfl/advanced/players/cb/pass-break-ups,Pass Break-Ups | NFL Advanced Stats,no,1,Max MeltonM. Melton,/nfl/player-pages/8364/max-melton,Arizona Cardinals,CB,2026,3,3,3,3,3,-,3,
advanced-players,/nfl/advanced/players/cb/pass-break-ups,Pass Break-Ups | NFL Advanced Stats,no,2,Brandon StephensB. Stephens,/nfl/player-pages/138/brandon-stephens,New York Jets,CB,2026,2,2,2,2,2,-,2,
advanced-players,/nfl/advanced/players/cb/pass-break-ups,Pass Break-Ups | NFL Advanced Stats,no,2,Rasul DouglasR. Douglas,/nfl/player-pages/2232/rasul-douglas,Washington Commanders,CB,2026,2,2,2,2,2,-,2,
advanced-players,/nfl/advanced/players/cb/pass-break-ups,Pass Break-Ups | NFL Advanced Stats,no,2,Malik MuhammadM. Muhammad,/nfl/player-pages/110727/malik-muhammad,Chicago Bears,CB,2026,2,2,2,2,2,-,2,
advanced-players,/nfl/advanced/players/cb/pass-break-ups,Pass Break-Ups | NFL Advanced Stats,no,2,Nehemiah PritchettN. Pritchett,/nfl/player-pages/3497/nehemiah-pritchett,Seattle Seahawks,CB,2026,2,2,2,2,2,2,-,
advanced-players,/nfl/advanced/players/cb/passer-rating-allowed,Passer Rating Allowed | NFL Advanced Stats,no,1,Jeremy ReavesJ. Reaves,/nfl/player-pages/1769/jeremy-reaves,Washington Commanders,DB,2026,0.0,0.0,0.0,0.0,0.0,158.3,0.0,
advanced-players,/nfl/advanced/players/cb/passer-rating-allowed,Passer Rating Allowed | NFL Advanced Stats,no,1,Theo JacksonT. Jackson,/nfl/player-pages/19943/theo-jackson,Minnesota Vikings,DB,2026,0.0,0.0,0.0,0.0,0.0,0.0,158.3,
advanced-players,/nfl/advanced/players/cb/passer-rating-allowed,Passer Rating Allowed | NFL Advanced Stats,no,3,Brandon StephensB. Stephens,/nfl/player-pages/138/brandon-stephens,New York Jets,CB,2026,39.6,39.6,39.6,39.6,39.6,158.3,39.6,
advanced-players,/nfl/advanced/players/cb/passer-rating-allowed,Passer Rating Allowed | NFL Advanced Stats,no,3,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,39.6,39.6,39.6,39.6,39.6,158.3,39.6,
advanced-players,/nfl/advanced/players/cb/passer-rating-allowed,Passer Rating Allowed | NFL Advanced Stats,no,3,Riq WoolenR. Woolen,/nfl/player-pages/2095/riq-woolen,Philadelphia Eagles,CB,2026,39.6,39.6,39.6,39.6,39.6,39.6,158.3,
advanced-players,/nfl/advanced/players/cb/perimeter-fantasy-points-per-route-allowed,Perimeter (Outside) FP/Route Allowed | NFL Advanced Stats,no,1,Tyrique StevensonT. Stevenson,/nfl/player-pages/10715/tyrique-stevenson,Chicago Bears,CB,2026,0.86,0.86,0.86,0.86,0.86,-,0.86,
advanced-players,/nfl/advanced/players/cb/perimeter-fantasy-points-per-route-allowed,Perimeter (Outside) FP/Route Allowed | NFL Advanced Stats,no,2,Quincy RileyQ. Riley,/nfl/player-pages/13142/quincy-riley,New Orleans Saints,CB,2026,0.60,0.60,0.60,0.60,0.60,-,0.60,
advanced-players,/nfl/advanced/players/cb/perimeter-fantasy-points-per-route-allowed,Perimeter (Outside) FP/Route Allowed | NFL Advanced Stats,no,3,Trent McDuffieT. McDuffie,/nfl/player-pages/7790/trent-mcduffie,Los Angeles Rams,CB,2026,0.59,0.59,0.59,0.59,0.59,0.59,-,
advanced-players,/nfl/advanced/players/cb/perimeter-fantasy-points-per-route-allowed,Perimeter (Outside) FP/Route Allowed | NFL Advanced Stats,no,4,Christian BenfordC. Benford,/nfl/player-pages/4992/christian-benford,Buffalo Bills,CB,2026,0.50,0.50,0.50,0.50,0.50,-,0.50,
advanced-players,/nfl/advanced/players/cb/perimeter-fantasy-points-per-route-allowed,Perimeter (Outside) FP/Route Allowed | NFL Advanced Stats,no,5,Azareye'h ThomasA. Thomas,/nfl/player-pages/3106/azareyeh-thomas,New York Jets,CB,2026,0.44,0.44,0.44,0.44,0.44,-,0.44,
advanced-players,/nfl/advanced/players/cb/perimeter-receptions-allowed,Perimeter (Outside) Receptions Allowed | NFL Advanced Stats,no,1,Rock Ya-SinR. Ya-Sin,/nfl/player-pages/4528/rock-ya-sin,Detroit Lions,CB,2026,9,9,9,9,9,9,-,
advanced-players,/nfl/advanced/players/cb/perimeter-receptions-allowed,Perimeter (Outside) Receptions Allowed | NFL Advanced Stats,no,1,Christian BenfordC. Benford,/nfl/player-pages/4992/christian-benford,Buffalo Bills,CB,2026,9,9,9,9,9,-,9,
advanced-players,/nfl/advanced/players/cb/perimeter-receptions-allowed,Perimeter (Outside) Receptions Allowed | NFL Advanced Stats,no,3,Nehemiah PritchettN. Pritchett,/nfl/player-pages/3497/nehemiah-pritchett,Seattle Seahawks,CB,2026,6,6,6,6,6,6,-,
advanced-players,/nfl/advanced/players/cb/perimeter-receptions-allowed,Perimeter (Outside) Receptions Allowed | NFL Advanced Stats,no,3,Jaylon JohnsonJ. Johnson,/nfl/player-pages/11151/jaylon-johnson,Chicago Bears,CB,2026,6,6,6,6,6,-,6,
advanced-players,/nfl/advanced/players/cb/perimeter-receptions-allowed,Perimeter (Outside) Receptions Allowed | NFL Advanced Stats,no,5,Azareye'h ThomasA. Thomas,/nfl/player-pages/3106/azareyeh-thomas,New York Jets,CB,2026,5,5,5,5,5,-,5,
advanced-players,/nfl/advanced/players/cb/perimeter-target-rate-allowed,Perimeter (Outside) Target Rate Allowed | NFL Advanced Stats,no,1,Christian BenfordC. Benford,/nfl/player-pages/4992/christian-benford,Buffalo Bills,CB,2026,33.3%,33.3%,33.3%,33.3%,33.3%,-,33.3%,
advanced-players,/nfl/advanced/players/cb/perimeter-target-rate-allowed,Perimeter (Outside) Target Rate Allowed | NFL Advanced Stats,no,2,Nehemiah PritchettN. Pritchett,/nfl/player-pages/3497/nehemiah-pritchett,Seattle Seahawks,CB,2026,32.1%,32.1%,32.1%,32.1%,32.1%,32.1%,-,
advanced-players,/nfl/advanced/players/cb/perimeter-target-rate-allowed,Perimeter (Outside) Target Rate Allowed | NFL Advanced Stats,no,3,Quincy RileyQ. Riley,/nfl/player-pages/13142/quincy-riley,New Orleans Saints,CB,2026,25.0%,25.0%,25.0%,25.0%,25.0%,-,25.0%,
advanced-players,/nfl/advanced/players/cb/perimeter-target-rate-allowed,Perimeter (Outside) Target Rate Allowed | NFL Advanced Stats,no,4,Trent McDuffieT. McDuffie,/nfl/player-pages/7790/trent-mcduffie,Los Angeles Rams,CB,2026,23.1%,23.1%,23.1%,23.1%,23.1%,23.1%,-,
advanced-players,/nfl/advanced/players/cb/perimeter-target-rate-allowed,Perimeter (Outside) Target Rate Allowed | NFL Advanced Stats,no,5,Rock Ya-SinR. Ya-Sin,/nfl/player-pages/4528/rock-ya-sin,Detroit Lions,CB,2026,22.9%,22.9%,22.9%,22.9%,22.9%,22.9%,-,
advanced-players,/nfl/advanced/players/cb/perimeter-targets-allowed,Perimeter (Outside) Targets Allowed | NFL Advanced Stats,no,1,Christian BenfordC. Benford,/nfl/player-pages/4992/christian-benford,Buffalo Bills,CB,2026,13,13,13,13,13,-,13,
advanced-players,/nfl/advanced/players/cb/perimeter-targets-allowed,Perimeter (Outside) Targets Allowed | NFL Advanced Stats,no,2,Rock Ya-SinR. Ya-Sin,/nfl/player-pages/4528/rock-ya-sin,Detroit Lions,CB,2026,11,11,11,11,11,11,-,
advanced-players,/nfl/advanced/players/cb/perimeter-targets-allowed,Perimeter (Outside) Targets Allowed | NFL Advanced Stats,no,3,Nehemiah PritchettN. Pritchett,/nfl/player-pages/3497/nehemiah-pritchett,Seattle Seahawks,CB,2026,9,9,9,9,9,9,-,
advanced-players,/nfl/advanced/players/cb/perimeter-targets-allowed,Perimeter (Outside) Targets Allowed | NFL Advanced Stats,no,4,Isaiah RodgersI. Rodgers,/nfl/player-pages/2335/isaiah-rodgers,Minnesota Vikings,CB,2026,8,8,8,8,8,8,-,
advanced-players,/nfl/advanced/players/cb/perimeter-targets-allowed,Perimeter (Outside) Targets Allowed | NFL Advanced Stats,no,4,Quincy RileyQ. Riley,/nfl/player-pages/13142/quincy-riley,New Orleans Saints,CB,2026,8,8,8,8,8,-,8,
advanced-players,/nfl/advanced/players/cb/receptions-allowed,Receptions Allowed | NFL Advanced Stats,no,1,Nate WigginsN. Wiggins,/nfl/player-pages/323/nate-wiggins,Baltimore Ravens,CB,2026,0,0,0,0,0,-,0,
advanced-players,/nfl/advanced/players/cb/receptions-allowed,Receptions Allowed | NFL Advanced Stats,no,1,Jeremy ReavesJ. Reaves,/nfl/player-pages/1769/jeremy-reaves,Washington Commanders,DB,2026,0,0,0,0,0,-,0,
advanced-players,/nfl/advanced/players/cb/receptions-allowed,Receptions Allowed | NFL Advanced Stats,no,1,Riq WoolenR. Woolen,/nfl/player-pages/2095/riq-woolen,Philadelphia Eagles,CB,2026,0,0,0,0,0,0,-,
